iteration,technology_mode,source_year,destination_year,mean_harmony_before,mean_harmony_after,gain,cv_before,cv_after,destination_harmony_before,destination_harmony_after,current_worst_fulfillment,desired_worst_fulfillment,step,capital_at_destination_gap_real_musd,investment_at_source_real_musd,top_capital_sources,top_capacity_destinations
12,historical,2019,2023,0.36756854428848257,0.36885644521132177,0.0012879009228392024,0.26669091797837136,0.2616151923021031,0.23195957919637175,0.2348891988803821,0.3322162873264282,0.3377002630080834,0.005483975681655189,2155.2997955480273,5280.21132007672,5415:1606.473; 334:1348.765; 23:661.077; 511:431.381; 42:315.132,514:5280.211
13,historical,2019,2023,0.36885644521132177,0.3701247875827975,0.001268342371475717,0.2616151923021031,0.2566715012853145,0.2348891988803821,0.23777830674781514,0.3377002630080833,0.34314968956946174,0.005449426561378431,2141.721377956154,5246.945918008092,5415:1596.352; 334:1340.268; 23:656.912; 511:428.663; 42:313.147,514:5246.946
14,historical,2019,2023,0.3701247875827975,0.37135253892641795,0.0012277513436204646,0.2566715012853145,0.2519105024792322,0.23777830674781514,0.2406275183740932,0.3431496895694617,0.3485644747683894,0.005414785198927741,2128.1067075525307,5213.591701145631,5415:1586.204; 334:1331.748; 23:652.736; 511:425.938; 42:311.156,514:5213.592
15,historical,2019,2023,0.37135253892641795,0.37250765652319856,0.0011551175967806082,0.2519105024792322,0.24740505320245434,0.2406275183740932,0.24343688674749878,0.3485644747683893,0.3539434724368826,0.005378997668493286,2452.189860618989,6277.263351901749,5415:2037.264; 334:1593.370; 23:774.882; 511:498.975; 42:363.399,514:5179.134; 5415:1098.129
16,historical,2019,2023,0.37250765652319856,0.3737178015130314,0.001210144989832851,0.24740505320245434,0.2428356213101574,0.24343688674749878,0.24620564045791957,0.3539434724368825,0.359283936096623,0.0053404636597404916,2476.5093824358114,6368.319866221509,5415:2079.840; 334:1615.453; 23:784.996; 511:504.796; 42:367.521,514:5142.032; 5415:1226.288
17,historical,2019,2023,0.3737178015130314,0.37490977498264233,0.0011919734696109185,0.2428356213101574,0.23838475606536247,0.24620564045791957,0.2489363170924451,0.3592839360966228,0.36458952154579727,0.005305585449174483,2460.3354654853865,6326.728795595836,5415:2066.257; 334:1604.903; 23:779.869; 511:501.499; 42:365.121,514:5108.449; 5415:1218.279
18,historical,2019,2023,0.37490977498264233,0.37608389748708626,0.0011741225044439307,0.23838475606536247,0.2340494733384186,0.2489363170924451,0.25162949460092665,0.36458952154579705,0.36986017228647755,0.005270650740680513,2444.135349002906,6285.070353127518,5415:2052.652; 334:1594.335; 23:774.734; 511:498.197; 42:362.717,514:5074.813; 5415:1210.258
19,historical,2019,2023,0.37608389748708626,0.3772404830257794,0.0011565855386931334,0.2340494733384186,0.22982690275386844,0.25162949460092665,0.2542857418097422,0.3698601722864773,0.3750958398858343,0.00523566759935698,2427.9127729805646,6243.354156170184,5415:2039.028; 334:1583.753; 23:769.592; 511:494.891; 42:360.310,514:5041.129; 5415:1202.225
20,historical,2019,2023,0.3772404830257794,0.37837983919061013,0.0011393561648307404,0.22982690275386844,0.22571428225277126,0.2542857418097422,0.2569056185404495,0.3750958398858341,0.3802964837917799,0.005200643905945767,2411.671391919528,6201.589602238173,5415:2025.388; 334:1573.159; 23:764.443; 511:491.580; 42:357.899,514:5007.407; 5415:1194.182
21,historical,2019,2023,0.37837983919061013,0.37942888760975996,0.0010490484191498228,0.22571428225277126,0.22186098600043822,0.2569056185404495,0.2594896757289805,0.3802964837917797,0.38546207115055836,0.005165587358778625,2395.4147757329342,6159.785871328501,5415:2011.735; 334:1562.554; 23:759.290; 511:488.266; 42:355.487,514:4973.653; 5415:1186.133
22,historical,2019,2023,0.37942888760975996,0.37993827261043406,0.0005093850006741008,0.22186098600043822,0.2191832566484105,0.2594896757289805,0.26203660233490433,0.3854620711505581,0.3905888333762657,0.005126762225707632,2377.4105700213377,6113.488230898838,5415:1996.615; 334:1550.810; 23:753.584; 511:484.597; 42:352.815,514:4936.271; 5415:1177.218
23,historical,2019,2023,0.37993827261043406,0.3804377196242762,0.0004994470138421359,0.2191832566484105,0.2165795840932003,0.26203660233490433,0.26453383898617966,0.3905888333762655,0.3956500493288226,0.005061215952557122,2347.0150892573147,6035.326546810042,5415:1971.088; 334:1530.983; 23:743.949; 511:478.401; 42:348.304,514:4873.160; 5415:1162.167
24,historical,2019,2023,0.3804377196242762,0.3809274634920053,0.0004897438677290977,0.2165795840932003,0.2140478496602899,0.26453383898617966,0.26698255988662095,0.3956500493288224,0.40064642367834835,0.004996374349525922,2316.9463820232413,5958.0051576853275,5415:1945.835; 334:1511.368; 23:734.418; 511:472.272; 42:343.842,514:4810.727; 5415:1147.278
25,historical,2019,2023,0.3809274634920053,0.3814077322013668,0.0004802687093615199,0.2140478496602899,0.21158600474524225,0.26698255988662095,0.26938390497517556,0.40064642367834813,0.4055786581906946,0.004932234512346482,2287.2031015361454,5881.52060028531,5415:1920.856; 334:1491.967; 23:724.990; 511:466.209; 42:339.428,514:4748.971; 5415:1132.550
26,historical,2019,2023,0.3814077322013668,0.38189545769219074,0.00048772549082393146,0.21158600474524225,0.20915513880595535,0.26938390497517556,0.27173898113529976,0.4055786581906944,0.4104474515398488,0.004868793349154432,2461.492594978138,6165.935343671206,5415:1947.186; 334:1592.527; 23:780.174; 511:474.679; 42:365.938,514:4687.887; 5415:1117.982; 523:360.066
27,historical,2019,2023,0.38189545769219074,0.38235751604339774,0.00046205835120699534,0.20915513880595535,0.20682632765725678,0.27173898113529976,0.27404927496074877,0.41044745153984846,0.41525435826312396,0.004806906723275476,3345.9011487623334,7706.103014023642,5415:2151.856; 334:2110.579; 23:1060.233; 511:533.671; 42:500.076,514:4628.300; 523:1974.032; 5415:1103.772
28,historical,2019,2023,0.38235751604339774,0.38281074249089186,0.0004532264474941261,0.20682632765725678,0.20456166682427565,0.27404927496074877,0.2763154092409147,0.4152543582631238,0.41999920137333746,0.004744843110213653,3302.7010772415247,7606.606888301063,5415:2124.073; 334:2083.329; 23:1046.544; 511:526.781; 42:493.620,514:4568.542; 523:1948.544; 5415:1089.521
29,historical,2019,2023,0.38281074249089186,0.38325533998920436,0.0004445974983124934,0.20456166682427565,0.2023593587205197,0.2763154092409147,0.27853839874874975,0.4199992013733372,0.42468266930941384,0.004683467936076662,3259.9802013284216,7508.214420622382,5415:2096.598; 334:2056.381; 23:1033.007; 511:519.967; 42:487.235,514:4509.447; 523:1923.339; 5415:1075.427
30,historical,2019,2023,0.38325533998920436,0.3836915057520913,0.0004361657628869642,0.2023593587205197,0.20021766212607645,0.27853839874874975,0.28071922955332945,0.4246826693094136,0.4293054467685887,0.004622777459175112,3217.735916578633,7410.919612568651,5415:2069.429; 334:2029.733; 23:1019.621; 511:513.229; 42:480.921,514:4451.012; 523:1898.416; 5415:1061.492
31,historical,2019,2023,0.3836915057520913,0.3841194314490651,0.00042792569697375216,0.20021766212607645,0.19813488987163438,0.28071922955332945,0.28285886000250854,0.4293054467685884,0.4338682145663098,0.004562767797721423,3175.965521030321,7314.716241123881,5415:2042.565; 334:2003.385; 23:1006.385; 511:506.566; 42:474.678,514:4393.232; 523:1873.772; 5415:1047.712
32,historical,2019,2023,0.3841194314490651,0.38453930339405373,0.000419871944988659,0.19813488987163438,0.19610940664629295,0.28285886000250854,0.28495822166621887,0.43386821456630953,0.4383716495045423,0.004503434938232799,3134.6662210541203,7219.597872148337,5415:2016.004; 334:1977.333; 23:993.298; 511:499.979; 42:468.505,514:4336.104; 523:1849.406; 5415:1034.088
33,historical,2019,2023,0.38453930339405373,0.3849513027265473,0.00041199933249358445,0.19610940664629295,0.19413962692191,0.28495822166621887,0.28701822024220003,0.43837164950454205,0.44281642424813483,0.004444774743592801,3093.8351369637885,7125.557873300586,5415:1989.745; 334:1951.577; 23:980.360; 511:493.467; 42:462.403,514:4279.623; 523:1825.316; 5415:1020.618
34,historical,2019,2023,0.3849513027265473,0.3853556055855708,0.0004043028590234865,0.19413962692191,0.19222401298716724,0.28701822024220003,0.28903973642586483,0.4428164242481346,0.4472032072089189,0.004386782960784289,3053.4693083991388,7032.589426435161,5415:1963.784; 334:1926.115; 23:967.569; 511:487.028; 42:456.370,514:4223.786; 523:1801.501; 5415:1007.302
35,historical,2019,2023,0.3853556055855708,0.38575238327680705,0.00039677769123624973,0.19222401298716724,0.19036107308495032,0.28903973642586483,0.29102362674591364,0.44720320720891854,0.45153266243722473,0.004329455228306182,3013.5656994887054,6940.685539493123,5415:1938.121; 334:1900.944; 23:954.924; 511:480.664; 42:450.406,514:4168.589; 523:1777.959; 5415:994.138
36,historical,2019,2023,0.38575238327680705,0.38627356655352996,0.000521183276722903,0.19036107308495032,0.18822416641652565,0.29102362674591364,0.2929707243672315,0.45153266243722445,0.4558054495205104,0.004272787083285908,3414.8900081515276,7623.514575967221,5415:2093.655; 334:2021.482; 23:1055.949; 511:512.150; 42:495.295,514:4114.026; 523:1754.687; 5415:981.126; 524:773.676
37,historical,2019,2023,0.38627356655352996,0.38705024056123316,0.0007766740077032042,0.18822416641652565,0.18549102308132231,0.2929707243672315,0.2948849450522384,0.45580544952051005,0.4600290935236004,0.004223644003090334,4336.451102674899,9222.37784609773,5415:2463.925; 334:2315.234; 23:1291.277; 3361MV:701.615; 42:600.304,514:4066.709; 524:2451.322; 523:1734.506; 5415:969.842
38,historical,2019,2023,0.38705024056123316,0.38742788177258525,0.0003776412113520866,0.18549102308132231,0.183752342896803,0.2948849450522384,0.2967731535855174,0.46002909352360005,0.46421787024845645,0.004188776724856385,4300.65257253506,9146.24472169082,5415:2443.585; 334:2296.122; 23:1280.617; 3361MV:695.823; 42:595.349,514:4033.137; 524:2431.085; 523:1720.187; 5415:961.835
39,historical,2019,2023,0.38742788177258525,0.3878215729893233,0.00039369121673804575,0.183752342896803,0.18200457250878765,0.2967731535855174,0.29862666156620554,0.464217870248456,0.4683516035216868,0.00413373327323081,4758.865067492849,10041.549627581408,5415:2508.918; 334:2474.644; 23:1354.298; 3361MV:815.448; 42:677.548,514:3980.139; 524:2399.139; 523:1697.582; 561:1015.493; 5415:949.196
40,historical,2019,2023,0.3878215729893233,0.38818559203908476,0.00036401904976146593,0.18200457250878765,0.18035877754622798,0.29862666156620554,0.30044675969422285,0.4683516035216865,0.47243214186126337,0.004080538339576917,4992.367208518412,10493.819847922792,334:2562.301; 5415:2532.430; 23:1388.698; 3361MV:878.690; 42:720.378,514:3928.921; 524:2368.266; 523:1675.737; 561:1583.915; 5415:936.982
41,historical,2019,2023,0.38818559203908476,0.3888741859429502,0.0006885939038654421,0.18035877754622798,0.17793357337580695,0.30044675969422285,0.30223363461878716,0.47243214186126303,0.4764589045489945,0.00402676268773146,7146.221234512907,13822.523228819337,3361MV:3552.071; 334:2646.362; 5415:2517.681; 23:1428.741; 42:887.690,514:3877.143; 532RL:3466.997; 524:2337.055; 523:1653.653; 561:1563.041
42,historical,2019,2023,0.3888741859429502,0.38960446670752996,0.0007302807645797604,0.17793357337580695,0.17543433074741752,0.30223363461878716,0.30399566946655604,0.47645890454899426,0.4804499365067437,0.003991031957749458,7428.9237674614005,14240.486329781163,3361MV:3939.223; 334:2641.253; 5415:2498.245; 23:1425.161; 42:907.382,532RL:3976.848; 514:3842.740; 524:2316.318; 523:1638.980; 561:1549.172
43,historical,2019,2023,0.38960446670752996,0.39032484016839025,0.0007203734608602907,0.17543433074741752,0.1729886685882882,0.30399566946655604,0.30573444947256234,0.48044993650674345,0.4844081550126226,0.003958218505879129,7367.844669355241,14123.403951654514,3361MV:3906.835; 334:2619.537; 5415:2477.705; 23:1413.443; 42:899.922,532RL:3944.151; 514:3811.146; 524:2297.274; 523:1625.504; 561:1536.435
44,historical,2019,2023,0.39032484016839025,0.3910354618471837,0.0007106216787934327,0.1729886685882882,0.17059553122906634,0.30573444947256234,0.3074503236309918,0.48440815501262235,0.4883337145823632,0.003925559569740827,7307.053187486359,14006.872904410111,3361MV:3874.600; 334:2597.923; 5415:2457.261; 23:1401.781; 42:892.497,532RL:3911.608; 514:3779.700; 524:2278.319; 523:1612.092; 561:1523.758
45,historical,2019,2023,0.3910354618471837,0.39173648439125036,0.0007010225440666762,0.17059553122906634,0.1682538924045234,0.3074503236309918,0.3091436348979847,0.48833371458236285,0.49222677182335683,0.003893057240993954,7246.553215278056,13890.900651341864,3361MV:3842.520; 334:2576.413; 5415:2436.916; 23:1390.175; 42:885.107,532RL:3879.221; 514:3748.406; 524:2259.455; 523:1598.745; 561:1511.142
46,historical,2019,2023,0.39173648439125036,0.3924280576350633,0.0006915732438129152,0.1682538924045234,0.16596275411061312,0.3091436348979847,0.3108147203092119,0.4922267718233565,0.4960874853472341,0.0038607135238776253,7186.348483430034,13775.494343819264,3361MV:3810.596; 334:2555.008; 5415:2416.670; 23:1378.625; 42:877.754,532RL:3846.993; 514:3717.264; 524:2240.684; 523:1585.462; 561:1498.587
47,historical,2019,2023,0.3924280576350633,0.39311032866020923,0.000682271025145953,0.16596275411061312,0.16372114550378727,0.3108147203092119,0.31246391109501775,0.49608748534723396,0.49991601568426275,0.0038285303370287974,7126.442563301086,13660.660827771377,3361MV:3778.831; 334:2533.710; 5415:2396.524; 23:1367.133; 42:870.437,532RL:3814.924; 514:3686.276; 524:2222.005; 523:1572.246; 561:1486.095
48,historical,2019,2023,0.39311032866020923,0.39378344185394665,0.000673113193737418,0.16372114550378727,0.1615281218406362,0.31246391109501775,0.31409153279317764,0.49991601568426247,0.5037125251995418,0.0037965095152793244,7066.838870254391,13546.406650099823,3361MV:3747.225; 334:2512.518; 5415:2376.481; 23:1355.698; 42:863.157,532RL:3783.017; 514:3655.445; 524:2203.421; 523:1559.096; 561:1473.665
49,historical,2019,2023,0.39378344185394665,0.39444753896637197,0.0006640971124253214,0.1615281218406362,0.1593827634560367,0.31409153279317764,0.3156979053593188,0.5037125251995417,0.5074771780109735,0.003764652811431778,7007.540666965182,13432.738065019017,3361MV:3715.782; 334:2491.436; 5415:2356.539; 23:1344.323; 42:855.914,532RL:3751.273; 514:3624.772; 524:2184.932; 523:1546.014; 561:1461.300
50,historical,2019,2023,0.39444753896637197,0.3949502780554445,0.0005027390890725569,0.1593827634560367,0.1576052332681807,0.3156979053593188,0.3172833432750512,0.507477178010973,0.5112101399089866,0.0037329618980135293,7553.948767690705,14515.39153325618,3361MV:3781.985; 334:2703.454; 5415:2615.615; 23:1501.707; 42:933.784,532RL:3719.695; 514:3594.259; 524:2166.539; 523:1532.999; 561:1448.999
51,historical,2019,2023,0.3949502780554445,0.3952625492630654,0.00031227120762089555,0.1576052332681807,0.15625364530533767,0.3172833432750512,0.31884470385543673,0.5112101399089862,0.5149033946093615,0.0036932547003752925,7915.672281668572,15234.140281400007,3361MV:3812.940; 334:2844.832; 5415:2791.460; 23:1608.923; 42:985.976,532RL:3680.129; 514:3556.027; 524:2143.494; 511:2056.159; 523:1516.693
52,historical,2019,2023,0.3952625492630654,0.3955692648657797,0.00030671560271428033,0.15625364530533767,0.15493831283051718,0.31884470385543673,0.32037828635079485,0.5149033946093613,0.5185474623722489,0.0036440677628876207,7810.250990889284,15031.251294181944,3361MV:3762.159; 334:2806.945; 5415:2754.283; 23:1587.495; 42:972.845,532RL:3631.117; 514:3508.668; 524:2114.947; 511:2028.775; 523:1496.493
53,historical,2019,2023,0.3955692648657797,0.3958705401153163,0.00030127524953660334,0.15493831283051718,0.1536582910626501,0.32037828635079485,0.3218846670205046,0.5185474623722487,0.5221429401497718,0.003595477777523123,7706.1091345808745,14830.824647939695,3361MV:3711.995; 334:2769.517; 5415:2717.558; 23:1566.327; 42:959.873,532RL:3582.699; 514:3461.883; 524:2086.746; 511:2001.724; 523:1476.539
54,historical,2019,2023,0.3958705401153163,0.39616648737015087,0.00029594725483456097,0.1536582910626501,0.15241265996099265,0.3218846670205046,0.3233644076576718,0.5221429401497717,0.5256904195537508,0.003547479403979142,7603.235266989862,14632.838314700373,3361MV:3662.441; 334:2732.545; 5415:2681.279; 23:1545.417; 42:947.059,532RL:3534.872; 514:3415.668; 524:2058.889; 511:1975.001; 523:1456.828
55,historical,2019,2023,0.39616648737015087,0.3964572161833789,0.0002907288132280583,0.15241265996099265,0.1512005234423354,0.3233644076576718,0.32481805602849495,0.5256904195537505,0.5291904868333148,0.0035000672795642857,7501.617894375726,14437.27017413747,3361MV:3613.492; 334:2696.024; 5415:2645.444; 23:1524.763; 42:934.401,532RL:3487.628; 514:3370.018; 524:2031.372; 511:1948.605; 523:1437.357
56,historical,2022,2023,0.3964572161833789,0.3967351347141421,0.0002779185307631993,0.1512005234423354,0.15003845848648417,0.32481805602849495,0.32624614629592175,0.5291904868333146,0.5326437228559956,0.003453236022681014,7401.245482478741,7401.245482478741,3361MV:2165.369; 334:1292.413; 5415:1200.318; 23:744.276; 42:478.650,532RL:2202.979; 514:1357.183; 524:1141.803; 511:973.377; 523:802.310
57,historical,2022,2023,0.3967351347141421,0.39700811481577597,0.00027298010163384623,0.15003845848648417,0.148908443493311,0.32624614629592175,0.3276490286591321,0.5326437228559955,0.5360502875548359,0.003406564698840391,7301.215851585549,7301.215851585549,3361MV:2136.104; 334:1274.946; 5415:1184.095; 23:734.217; 42:472.181,532RL:2173.205; 514:1338.840; 524:1126.371; 511:960.222; 523:791.466
58,historical,2022,2023,0.39700811481577597,0.3972762581338823,0.00026814331810631753,0.148908443493311,0.14780963237613137,0.3276490286591321,0.3290272176342223,0.5360502875548356,0.5394107613747294,0.0033604738198937485,7202.430275578897,7202.430275578897,3361MV:2107.202; 334:1257.696; 5415:1168.075; 23:724.283; 42:465.792,532RL:2143.802; 514:1320.726; 524:1111.132; 511:947.230; 523:780.758
59,historical,2022,2023,0.3972762581338823,0.39753966379855543,0.0002634056646731442,0.14780963237613137,0.14674120057048398,0.3290272176342223,0.3303812151030493,0.5394107613747292,0.542725719185554,0.0033149578108247557,7104.8768056481495,7104.8768056481495,3361MV:2078.661; 334:1240.661; 5415:1152.253; 23:714.473; 42:459.483,532RL:2114.765; 514:1302.837; 524:1096.082; 511:934.400; 523:770.183
60,historical,2022,2023,0.39753966379855543,0.39779842849939734,0.00025876470084190695,0.14674120057048398,0.14570234441900964,0.3303812151030493,0.331711510688097,0.5427257191855538,0.5459957302760142,0.003270011090460485,7008.543479786752,7008.543479786752,3361MV:2050.477; 334:1223.839; 5415:1136.630; 23:704.786; 42:453.253,532RL:2086.091; 514:1285.172; 524:1081.220; 511:921.731; 523:759.740
61,historical,2020,2023,0.39779842849939734,0.39807431336308763,0.00027588486369028997,0.14570234441900964,0.14462068942698406,0.331711510688097,0.33301858211423446,0.5459957302760141,0.5492213583503434,0.003225628074329257,7065.646068711163,10916.876437502935,3361MV:2822.352; 334:1967.987; 5415:1890.007; 23:1211.791; 42:694.633,532RL:2765.779; 514:2315.608; 524:1566.430; 511:1442.496; 523:1118.106
62,historical,2019,2023,0.39807431336308763,0.3990143584440192,0.0009400450809315952,0.14462068942698406,0.14260856612266384,0.33301858211423446,0.33430336877287675,0.5492213583503429,0.5524043361497812,0.003182977799438287,10500.154775660476,18535.11178457464,23:3873.607; 3361MV:3488.038; 334:2581.652; 5415:2411.853; 5412OP:2275.067,GFGN:5217.702; 532RL:3171.666; 514:3064.710; 524:1847.339; 511:1772.071
63,historical,2020,2023,0.3990143584440192,0.3997965631495807,0.0007822047055614512,0.14260856612266384,0.14068088492335246,0.33430336877287675,0.3355808897320457,0.5524043361497807,0.5555815192557904,0.003177183106009701,10565.706695749373,15423.556740829063,23:3296.252; 3361MV:3008.885; 334:2062.810; 5412OP:1993.157; 5415:1870.441,GFGN:4592.189; 532RL:2724.241; 514:2280.830; 524:1542.904; 511:1420.831
64,historical,2020,2023,0.3997965631495807,0.40057201992500957,0.0007754567754288955,0.14068088492335246,0.13878184577145153,0.3355808897320457,0.3368478637514518,0.55558151925579,0.5587445623302981,0.0031630430745080446,10518.684090967547,15354.914307924371,23:3281.582; 3361MV:2995.494; 334:2053.630; 5412OP:1984.286; 5415:1862.117,GFGN:4571.751; 532RL:2712.116; 514:2270.680; 524:1536.037; 511:1414.508
65,historical,2020,2023,0.40057201992500957,0.4013407912580812,0.0007687713330716273,0.13878184577145153,0.13691108480086756,0.3368478637514518,0.3381043813094419,0.5587445623302978,0.5618934601442946,0.003148897813996887,10471.64409714011,15286.246490921858,23:3266.906; 3361MV:2982.098; 334:2044.446; 5412OP:1975.412; 5415:1853.789,GFGN:4551.306; 532RL:2699.988; 514:2260.525; 524:1529.168; 511:1408.182
66,historical,2020,2023,0.4013407912580812,0.4020809514506542,0.0007401601925730028,0.13691108480086756,0.13511761801979102,0.3381043813094419,0.33935053211174665,0.5618934601442944,0.5650282085538009,0.003134748409506463,10737.532178942902,15665.692476501314,23:3296.874; 3361MV:3214.000; 334:2070.717; 5412OP:1971.675; 5415:1851.959,GFGN:4530.855; 532RL:2687.855; 514:2250.367; 524:1522.297; 511:1401.855
67,historical,2020,2023,0.4020809514506542,0.4027026864712825,0.000621735020628289,0.13511761801979102,0.13360992414467324,0.33935053211174665,0.3405859275273892,0.5650282085538005,0.5681475963582646,0.0031193878044640977,10821.259735862443,15784.172044021103,3361MV:3305.125; 23:3300.171; 334:2076.018; 5412OP:1964.252; 5415:1845.715,GFGN:4508.654; 532RL:2674.685; 514:2239.340; 524:1514.838; 511:1394.985
68,historical,2020,2023,0.4027026864712825,0.40319530832611417,0.0004926218548316763,0.13360992414467324,0.13241692430484792,0.3405859275273892,0.341808241114523,0.5681475963582644,0.5712454769452626,0.003097880586998229,11057.002412797192,16056.548070532059,23:3344.039; 3361MV:3296.241; 334:2148.876; 5412OP:1962.769; 5415:1848.065,GFGN:4477.568; 532RL:2656.244; 514:2223.901; 524:1504.393; 511:1385.367
69,historical,2020,2023,0.40319530832611417,0.40368037447887256,0.0004850661527583955,0.13241692430484792,0.13125503024910037,0.341808241114523,0.34301497664256875,0.5712454769452623,0.5743151835921649,0.0030697066469027013,12156.165386921615,17384.13006480689,23:3571.166; 3361MV:3320.011; 334:2466.306; 5412OP:1991.538; 5415:1889.532,GFGN:4436.846; 532RL:2632.086; 514:2203.675; 621:1851.346; 524:1490.711
70,historical,2020,2023,0.40368037447887256,0.40415906797964063,0.00047869350076806816,0.13125503024910037,0.13012535810403295,0.34301497664256875,0.34420633149943475,0.5743151835921645,0.5773568468800369,0.0030416632878723605,12045.112524354903,17225.31703903101,23:3538.541; 3361MV:3289.681; 334:2443.775; 5412OP:1973.345; 5415:1872.270,GFGN:4396.313; 532RL:2608.041; 514:2183.544; 621:1834.433; 524:1477.093
71,historical,2020,2023,0.40415906797964063,0.4045479811518229,0.0003889131721822592,0.13012535810403295,0.12908542921134245,0.34420633149943475,0.3453825235641469,0.5773568468800365,0.5803706585853592,0.003013811705322714,11934.819104590297,17067.590067288536,23:3506.140; 3361MV:3259.558; 334:2421.398; 5412OP:1955.275; 5415:1855.126,GFGN:4356.058; 532RL:2584.160; 514:2163.550; 621:1817.635; 524:1463.568
72,historical,2020,2023,0.4045479811518229,0.40476773155914564,0.00021975040732274964,0.12908542921134245,0.12818563205149014,0.3453825235641469,0.3465419711670496,0.5803706585853587,0.5833521840179327,0.0029815254325739494,11806.964128070646,16884.748894064396,23:3468.579; 3361MV:3224.640; 334:2395.458; 5412OP:1934.329; 5415:1835.252,GFGN:4309.392; 532RL:2556.476; 514:2140.372; 621:1798.164; 524:1447.889
73,historical,2020,2023,0.40476773155914564,0.40498364977143736,0.00021591821229172137,0.12818563205149014,0.12730987336538244,0.3465419711670496,0.34768143465583096,0.5833521840179323,0.5862926466298419,0.0029404626119096367,11644.353658516047,16652.205039760083,23:3420.809; 3361MV:3180.229; 334:2362.467; 5412OP:1907.688; 5415:1809.977,GFGN:4250.041; 532RL:2521.267; 514:2110.894; 621:1773.398; 524:1427.948
