year,bea_code,sector_name,target,net_social_output,fulfillment,harmony
2021,327,Nonmetallic mineral products,0.0,-9.094947017729282e-13,nan,nan
2021,331,Primary metals,0.0,-4.888534022029489e-12,nan,nan
2021,332,Fabricated metal products,0.0,-1.6370904631912708e-11,nan,nan
2021,333,Machinery,67924.9122030807,54024.60847285611,0.7953577961401598,0.4196346451102174
2021,334,Computer and electronic products,51841.24887940555,41232.34145787751,0.7953577961401594,0.4196346451102173
2021,335,"Electrical equipment, appliances, and components",1549.1922668560912,1232.1621471640428,0.7953577961401622,0.41963464511021814
2021,3361MV,"Motor vehicles, bodies and trailers, and parts",214258.33908654714,170412.04038052697,0.7953577961401588,0.4196346451102171
2021,3364OT,Other transportation equipment,88548.49849262308,70427.7386126128,0.795357796140158,0.41963464511021686
2021,337,Furniture and related products,31181.066131739208,24800.104039840644,0.7953577961401589,0.41963464511021714
2021,339,Miscellaneous manufacturing,65747.01526355105,52292.401162811344,0.7953577961401589,0.41963464511021714
2021,311FT,Food and beverage and tobacco products,592644.7307775865,471364.60696533835,0.7953577961401579,0.4196346451102168
2021,313TT,Textile mills and textile product mills,0.0,5.9117155615240335e-12,nan,nan
2021,315AL,Apparel and leather and allied products,11437.845970579376,9097.179963750606,0.7953577961401587,0.41963464511021703
2021,322,Paper products,13954.659617460517,11098.947319229479,0.7953577961401596,0.4196346451102173
2021,323,Printing and related support activities,3468.4292180819702,2758.6422189618033,0.7953577961401569,0.4196346451102165
2021,324,Petroleum and coal products,189582.24114366743,150785.71350333927,0.7953577961401578,0.41963464511021675
2021,325,Chemical products,177699.7853595609,141334.90965815957,0.7953577961401586,0.41963464511021703
2021,326,Plastics and rubber products,1658.3929191157265,1319.0157372823883,0.7953577961401946,0.4196346451102281
2021,42,Wholesale trade,1275912.2625755926,1014806.7652303266,0.7953577961401584,0.41963464511021703
2021,441,Motor vehicle and parts dealers,50789.020495029035,40395.44340904361,0.795357796140158,0.41963464511021686
2021,445,Food and beverage stores,23504.66487839251,18694.61845669124,0.795357796140158,0.41963464511021686
2021,452,General merchandise stores,15471.655874769132,12305.502119195311,0.7953577961401583,0.419634645110217
2021,4A0,Other retail,1137530.9518761416,904744.1109254248,0.7953577961401587,0.41963464511021703
2021,481,Air transportation,142026.45821774765,112961.85080166011,0.7953577961401588,0.4196346451102171
2021,482,Rail transportation,25691.010654749978,20433.545614975268,0.7953577961401583,0.419634645110217
2021,483,Water transportation,28724.38382644451,22846.162615684916,0.7953577961401583,0.419634645110217
2021,484,Truck transportation,187696.8406692418,149286.14553715853,0.795357796140158,0.41963464511021686
2021,485,Transit and ground passenger transportation,35899.89599197324,28553.262157836733,0.7953577961401582,0.4196346451102169
2021,486,Pipeline transportation,10192.886152271927,8106.991466378564,0.7953577961401609,0.4196346451102177
2021,487OS,Other transportation and support activities,34847.51116029255,27716.23967741989,0.7953577961401592,0.41963464511021725
2021,493,Warehousing and storage,0.0,-6.366462912410498e-12,nan,nan
2021,511,"Publishing industries, except internet (includes software)",190564.95274774398,151567.32083899903,0.7953577961401581,0.4196346451102169
2021,512,Motion picture and sound recording industries,29491.02073658915,23455.91325897726,0.7953577961401584,0.41963464511021703
2021,513,Broadcasting and telecommunications,403763.08715478744,321136.11916217825,0.7953577961401579,0.4196346451102168
2021,514,"Data processing, internet publishing, and other information services",120315.97756466099,95694.25075627741,0.7953577961401576,0.41963464511021675
2021,521CI,"Federal Reserve banks, credit intermediation, and related activities",406460.8255571743,323281.7864324632,0.7953577961401577,0.41963464511021675
2021,523,"Securities, commodity contracts, and investments",358220.42410571076,284913.407049111,0.7953577961401583,0.419634645110217
2021,524,Insurance carriers and related activities,414048.6068774939,329316.78746098623,0.795357796140158,0.41963464511021686
2021,525,"Funds, trusts, and other financial vehicles",144162.63326656702,114660.87428065862,0.7953577961401583,0.419634645110217
2021,HS,Housing,2325865.8458396452,1849895.5332646854,0.7953577961401583,0.419634645110217
2021,ORE,Other real estate,10094.357463013308,8028.625905233686,0.7953577961402041,0.41963464511023096
2021,532RL,Rental and leasing services and lessors of intangible assets,153239.75749494584,121880.43580223252,0.7953577961401589,0.41963464511021714
2021,5411,Legal services,125131.27421064823,99524.13448439096,0.795357796140158,0.41963464511021686
2021,5415,Computer systems design and related services,61816.592425075774,49166.308716102765,0.7953577961401598,0.4196346451102174
2021,5412OP,"Miscellaneous professional, scientific, and technical services",130612.2402007595,103883.46351500481,0.7953577961401564,0.41963464511021636
2021,55,Management of companies and enterprises,29710.62514536279,23630.577337562,0.7953577961401543,0.41963464511021575
2021,561,Administrative and support services,92906.71283347778,73894.07836586138,0.7953577961401576,0.41963464511021675
2021,562,Waste management and remediation services,19668.434056494632,15643.442364701623,0.7953577961401592,0.41963464511021725
2021,61,Educational services,308505.52183477615,245372.27194357707,0.7953577961401583,0.419634645110217
2021,621,Ambulatory health care services,1145994.8408538904,911475.9310095417,0.7953577961401583,0.419634645110217
2021,622,Hospitals,946312.6297910231,752657.1276901856,0.7953577961401582,0.4196346451102169
2021,623,Nursing and residential care facilities,243248.24388463717,193469.3871710487,0.7953577961401581,0.4196346451102169
2021,624,Social assistance,257092.8336606908,204480.78958379533,0.7953577961401582,0.4196346451102169
2021,711AS,"Performing arts, spectator sports, museums, and related activities",78521.2453202653,62452.48462810693,0.7953577961401584,0.41963464511021703
2021,713,"Amusements, gambling, and recreation industries",147306.164701083,117161.10651451256,0.7953577961401583,0.419634645110217
2021,721,Accommodation,177303.25023518124,141019.52235554074,0.7953577961401582,0.4196346451102169
2021,722,Food services and drinking places,704349.9283944297,560210.2067592719,0.7953577961401582,0.4196346451102169
2021,81,"Other services, except government",484099.75050448417,385032.5106732469,0.7953577961401581,0.4196346451102169
2021,GFGD,Federal general government (defense),693482.3267776003,551566.5750879813,0.7953577961401583,0.419634645110217
2021,GFGN,Federal general government (nondefense),375255.92658540845,298462.7267575036,0.7953577961401586,0.41963464511021703
2021,GFE,Federal government enterprises,19038.127688305456,15142.12328080555,0.7953577961401581,0.4196346451102169
2021,GSLG,State and local general government,2412603.783882735,1918883.228508379,0.7953577961401584,0.41963464511021703
2021,GSLE,State and local government enterprises,181242.6074774015,144152.7208499218,0.7953577961401582,0.4196346451102169
2022,111CA,Farms,70473.0129604552,56051.259138623136,0.7953577800068715,0.4196346401701466
2022,113FF,"Forestry, fishing, and related activities",0.0,1.7280399333685637e-11,nan,nan
