year,bea_code,sector_name,target,net_social_output,fulfillment,harmony
2023,113FF,"Forestry, fishing, and related activities",0.0,6.821210263296962e-12,nan,nan
2023,211,Oil and gas extraction,0.0,4.3655745685100555e-11,nan,nan
2023,212,"Mining, except oil and gas",26103.95955418598,16457.3078474302,0.6304525492873412,0.364328134595186
2023,213,Support activities for mining,2314.043442391398,1458.8945874173514,0.6304525492873584,0.3643281345951923
2023,22,Utilities,227869.64187018224,143660.9966222498,0.630452549287341,0.3643281345951859
2023,23,Construction,124.72179723017355,78.6311750151217,0.6304525492846146,0.36432813459418434
2023,321,Wood products,0.0,1.0913936421275139e-11,nan,nan
2023,327,Nonmetallic mineral products,1233.2103906274642,777.4806345787579,0.6304525492873697,0.3643281345951964
2023,331,Primary metals,0.0,4.160938260611147e-11,nan,nan
2023,332,Fabricated metal products,0.0,-7.275957614183426e-12,nan,nan
2023,333,Machinery,62657.37240095843,39502.50016183057,0.6304525492873416,0.36432813459518615
2023,334,Computer and electronic products,46576.654559283495,29364.370604175958,0.6304525492873372,0.36432813459518454
2023,335,"Electrical equipment, appliances, and components",11891.132143965313,7496.794574075611,0.630452549287344,0.364328134595187
2023,3361MV,"Motor vehicles, bodies and trailers, and parts",228043.32956049487,143770.49846938727,0.6304525492873412,0.364328134595186
2023,3364OT,Other transportation equipment,118117.65185171783,74467.5747257501,0.6304525492873408,0.3643281345951858
2023,337,Furniture and related products,30079.129197027996,18963.463682609603,0.6304525492873414,0.3643281345951861
2023,339,Miscellaneous manufacturing,69087.11190962205,43556.14582632105,0.6304525492873412,0.364328134595186
2023,311FT,Food and beverage and tobacco products,563584.8311421389,355313.49353323726,0.6304525492873413,0.364328134595186
2023,313TT,Textile mills and textile product mills,4706.661793930405,2967.3269266167554,0.6304525492873414,0.3643281345951861
2023,315AL,Apparel and leather and allied products,12977.174426384057,8181.49269966032,0.6304525492873413,0.364328134595186
2023,322,Paper products,9643.660691838233,6079.870467631508,0.6304525492873381,0.3643281345951848
2023,323,Printing and related support activities,2927.120125541828,1845.4103452181262,0.6304525492873406,0.3643281345951858
2023,324,Petroleum and coal products,227101.09878586087,143176.4666755021,0.6304525492873404,0.36432813459518565
2023,325,Chemical products,201993.34406458476,127347.2187045926,0.6304525492873417,0.36432813459518615
2023,326,Plastics and rubber products,9566.077188494766,6030.957750165999,0.6304525492873403,0.36432813459518565
2023,42,Wholesale trade,1252960.1440855293,789931.9169941562,0.6304525492873412,0.364328134595186
2023,441,Motor vehicle and parts dealers,62326.328426497144,39293.792644205205,0.6304525492873412,0.364328134595186
2023,445,Food and beverage stores,21358.821749555613,13465.723621781246,0.6304525492873413,0.364328134595186
2023,452,General merchandise stores,13428.416664975879,8465.979519326658,0.6304525492873411,0.364328134595186
2023,4A0,Other retail,1188589.0572800767,749349.0012172617,0.630452549287341,0.3643281345951859
2023,481,Air transportation,200919.12539119122,126669.97480345944,0.6304525492873411,0.364328134595186
2023,482,Rail transportation,25391.582057258605,16008.187638437415,0.6304525492873418,0.3643281345951862
2023,483,Water transportation,45004.462309330964,28373.177992223766,0.6304525492873412,0.364328134595186
2023,484,Truck transportation,175890.94174058063,110890.8926169002,0.6304525492873407,0.3643281345951858
2023,485,Transit and ground passenger transportation,60927.35867957082,38411.80860087964,0.6304525492873412,0.364328134595186
2023,486,Pipeline transportation,14831.714935389098,9350.69249131919,0.6304525492873413,0.364328134595186
2023,487OS,Other transportation and support activities,32835.23766779084,20701.05929411442,0.6304525492873398,0.3643281345951855
2023,493,Warehousing and storage,0.0,-9.094947017729282e-13,nan,nan
2023,511,"Publishing industries, except internet (includes software)",214080.5442703335,134967.6248880533,0.6304525492873414,0.3643281345951861
2023,512,Motion picture and sound recording industries,40404.10819997316,25472.873016354628,0.6304525492873407,0.3643281345951858
2023,513,Broadcasting and telecommunications,410900.36134401814,259053.18031242583,0.6304525492873411,0.364328134595186
2023,514,"Data processing, internet publishing, and other information services",149825.7512189032,94458.02680484843,0.6304525492873408,0.3643281345951858
2023,521CI,"Federal Reserve banks, credit intermediation, and related activities",405683.9975340523,255764.51045042262,0.630452549287341,0.3643281345951859
2023,523,"Securities, commodity contracts, and investments",373915.4887717206,235735.9731141535,0.6304525492873413,0.364328134595186
2023,524,Insurance carriers and related activities,414703.58747825853,261450.93392427397,0.6304525492873411,0.364328134595186
2023,525,"Funds, trusts, and other financial vehicles",161366.9358718618,101734.19609110217,0.6304525492873412,0.364328134595186
2023,HS,Housing,2441901.0484068776,1539502.7410755472,0.6304525492873412,0.364328134595186
2023,ORE,Other real estate,11704.00823682107,7378.821829783855,0.6304525492873388,0.36432813459518515
2023,532RL,Rental and leasing services and lessors of intangible assets,151471.4451148258,95495.55871687953,0.6304525492873414,0.3643281345951861
2023,5411,Legal services,125396.99883005854,79056.85758539214,0.6304525492873411,0.364328134595186
2023,5415,Computer systems design and related services,76378.61148557917,48153.09032211089,0.6304525492873426,0.3643281345951865
2023,5412OP,"Miscellaneous professional, scientific, and technical services",143770.07608705363,90640.2109803183,0.6304525492873434,0.3643281345951868
2023,55,Management of companies and enterprises,33936.56919572577,21395.39656351174,0.6304525492873462,0.3643281345951878
2023,561,Administrative and support services,117295.6076376904,73949.31485538968,0.6304525492873415,0.36432813459518615
2023,562,Waste management and remediation services,19223.774974715237,12119.677939735395,0.6304525492873402,0.36432813459518565
2023,61,Educational services,344154.7813545052,216973.25925437536,0.6304525492873413,0.364328134595186
2023,621,Ambulatory health care services,1307864.9792842742,824546.8103134062,0.6304525492873411,0.364328134595186
2023,622,Hospitals,995775.0683189826,627788.9303384789,0.6304525492873412,0.364328134595186
2023,623,Nursing and residential care facilities,265072.7678852167,167115.80225988652,0.6304525492873412,0.364328134595186
2023,624,Social assistance,277868.10149636795,175182.65295401888,0.6304525492873413,0.364328134595186
2023,711AS,"Performing arts, spectator sports, museums, and related activities",118198.73593226224,74518.69439103603,0.6304525492873415,0.36432813459518615
2023,713,"Amusements, gambling, and recreation industries",174168.25686201188,109804.82154358782,0.6304525492873411,0.364328134595186
2023,721,Accommodation,229770.94930865316,144859.68074381287,0.6304525492873414,0.3643281345951861
2023,722,Food services and drinking places,764224.6232467468,481807.3619540693,0.6304525492873411,0.364328134595186
2023,81,"Other services, except government",532072.4930335897,335446.45963869774,0.6304525492873413,0.364328134595186
2023,GFGD,Federal general government (defense),685118.6514896333,431934.80039594474,0.6304525492873412,0.364328134595186
2023,GFGN,Federal general government (nondefense),356287.5344019529,224622.38434301256,0.6304525492873414,0.3643281345951861
2023,GFE,Federal government enterprises,17046.366642674275,10746.925305960693,0.6304525492873412,0.364328134595186
2023,GSLG,State and local general government,2519493.346139178,1588421.0029859385,0.6304525492873412,0.364328134595186
2023,GSLE,State and local government enterprises,186692.3831885563,117700.68891375443,0.630452549287341,0.3643281345951859
