year,bea_code,sector_name,required_imported_intermediate_real,import_cap_real,slack_real,required_over_cap
2019,111CA,Farms,16466.99344230655,18114.173708035378,1647.180265728828,0.9090667732197939
2019,113FF,"Forestry, fishing, and related activities",29119.812964065695,33628.95841554425,4509.145451478555,0.8659148048607327
2019,211,Oil and gas extraction,170436.0115455488,201910.9633989711,31474.951853422303,0.8441146962821005
2019,212,"Mining, except oil and gas",4015.814206819138,5052.5990863133475,1036.7848794942097,0.7948016730037639
2019,213,Support activities for mining,108.71388383903924,137.4991954212621,28.78531158222286,0.7906510544004851
2019,22,Utilities,748.9169516603621,1003.2246838980753,254.30773223771325,0.7465096938707798
2019,23,Construction,0.0,0.0,0.0,0.0
2019,321,Wood products,8666.108940601243,15375.009593103629,6708.900652502385,0.5636490103062034
2019,327,Nonmetallic mineral products,11971.243050865973,18366.41187716035,6395.168826294377,0.6518008596852212
2019,331,Primary metals,82546.18848162724,96408.82722076838,13862.63873914114,0.8562098602506923
2019,332,Fabricated metal products,42238.56240521022,58644.3725201569,16405.810114946682,0.7202492002227874
2019,333,Machinery,92561.3149352114,119834.63499539564,27273.32006018424,0.772408702532184
2019,334,Computer and electronic products,131212.40499789637,163567.55190573094,32355.14690783457,0.8021909203209091
2019,335,"Electrical equipment, appliances, and components",63523.06610301788,89927.59164005371,26404.525537035828,0.7063801547947242
2019,3361MV,"Motor vehicles, bodies and trailers, and parts",96131.70725316447,126226.45673783247,30094.749484668006,0.7615812860280659
2019,3364OT,Other transportation equipment,56881.65343785462,79660.0870148716,22778.433577016986,0.7140546234557273
2019,337,Furniture and related products,8178.3733451524195,9758.462555612725,1580.0892104603054,0.8380801072448145
2019,339,Miscellaneous manufacturing,23848.240684532186,27496.77176652932,3648.5310819971346,0.8673105660193049
2019,311FT,Food and beverage and tobacco products,31817.417510514668,35091.100173776416,3273.6826632617485,0.9067090331437322
2019,313TT,Textile mills and textile product mills,25919.013878928945,34445.26937416898,8526.255495240035,0.7524694783884024
2019,315AL,Apparel and leather and allied products,14388.26149557038,17122.038780316285,2733.7772847459055,0.840335761422951
2019,322,Paper products,18260.307740543525,21738.60184387517,3478.2941033316456,0.8399945806858939
