year,initial_harmony,final_harmony,initial_fulfillment,final_fulfillment,final_production_scale,capital_constraint,labour_constraint,import_constraint
2019,0.4764792512852966,0.47483282781138103,1.0011583642111834,0.9945711351602231,0.9945711351602232,0.9945711351602232,1.2158733309843621,1.0285982687430395
2020,0.4110701750291435,0.44244387805329205,0.7677946902322941,0.8728955645924011,0.8728955645924013,0.8728955645924013,1.2171059837963953,0.9847089240712155
2021,0.34708784991248426,0.4228098596192297,0.5847595803701264,0.805784459994992,0.8057844599949922,0.8057844599949922,1.2429549331830658,1.0095897848767177
2022,0.3087132870381519,0.4141265346979564,0.49123556025979714,0.7775385217913933,0.7775385217913934,0.7775385217913934,1.2624589079137687,0.9581827965050035
2023,0.2365481683259825,0.3928571692692429,0.3408243642405505,0.7117647846982563,0.7117647846982564,0.7117647846982564,1.2532121207723674,0.9063250062790258
